model,train-dataset,test-settings,test-hash,test-size,n_samples,matches,match_percentage
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,1000000,9946,10.51%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,2500000,15458,16.34%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,5000000,17007,17.97%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,7500000,18497,19.55%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,10000000,19161,20.25%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,25000000,24999,26.42%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,50000000,30276,32.0%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,75000000,31394,33.18%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,100000000,31618,33.42%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,250000000,38744,40.95%
omen,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,500000000,39774,42.04%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,1000000,30209,1.46%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,2500000,40343,1.95%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,5000000,56953,2.75%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,7500000,68977,3.33%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,10000000,76799,3.71%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,25000000,102802,4.97%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,50000000,138899,6.71%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,75000000,146610,7.08%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,100000000,150657,7.28%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,250000000,226399,10.93%
omen,000webhost,all-12-100-80,432a04011c519801862411bc38aebb0e,2070404,500000000,242688,11.72%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,1000000,6478,8.72%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,2500000,9702,13.05%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,5000000,12136,16.33%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,7500000,15286,20.57%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,10000000,16379,22.04%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,25000000,20111,27.06%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,50000000,25279,34.01%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,75000000,27335,36.78%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,100000000,27936,37.59%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,250000000,33529,45.11%
omen,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,500000000,36057,48.52%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,1000000,36701,5.13%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,2500000,59869,8.36%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,5000000,64699,9.04%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,7500000,88090,12.3%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,10000000,98120,13.7%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,25000000,116570,16.28%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,50000000,150257,20.99%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,75000000,168862,23.59%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,100000000,171483,23.95%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,250000000,200251,27.97%
omen,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,500000000,244703,34.18%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,1000000,45514,0.46%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,2500000,66750,0.67%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,5000000,123956,1.24%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,7500000,176453,1.77%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,10000000,195419,1.96%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,25000000,317666,3.18%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,50000000,527814,5.29%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,75000000,572558,5.73%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,100000000,611686,6.13%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,250000000,1170677,11.73%
omen,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,500000000,1339741,13.42%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,1000000,107462,3.16%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,2500000,239469,7.03%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,5000000,281283,8.26%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,7500000,297865,8.75%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,10000000,458860,13.47%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,25000000,579137,17.0%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,50000000,619687,18.19%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,75000000,879562,25.82%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,100000000,948258,27.84%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,250000000,1045544,30.7%
omen,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,500000000,1372347,40.29%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,1000000,52321,10.5%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,2500000,70507,14.15%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,5000000,78061,15.66%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,7500000,81749,16.4%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,10000000,92138,18.49%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,25000000,112800,22.63%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,50000000,117954,23.66%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,75000000,146953,29.48%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,100000000,150078,30.11%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,250000000,168788,33.86%
omen,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,500000000,191478,38.42%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,1000000,28288,2.32%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,2500000,47758,3.92%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,5000000,57921,4.76%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,7500000,65207,5.36%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,10000000,79875,6.56%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,25000000,148712,12.22%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,50000000,166091,13.64%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,75000000,203679,16.73%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,100000000,248089,20.38%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,250000000,302496,24.85%
omen,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,500000000,344357,28.29%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,24112,5.48%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,46591,10.58%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,51900,11.79%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,58425,13.27%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,87916,19.97%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,100609,22.85%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,149510,33.95%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,158545,36.0%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,165105,37.49%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,221605,50.32%
omen,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,261189,59.31%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,6958,12.76%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,9225,16.91%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,13534,24.81%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,14838,27.2%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,15609,28.62%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,21392,39.22%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,23329,42.77%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,26532,48.64%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,27488,50.4%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,30856,56.57%
omen,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,32925,60.37%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,29811,3.6%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,53997,6.53%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,61477,7.43%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,70112,8.47%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,95885,11.59%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,110922,13.41%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,153566,18.56%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,161856,19.56%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,169559,20.49%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,222297,26.87%
omen,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,246015,29.73%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,52960,0.98%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,85693,1.59%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,202110,3.74%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,232842,4.31%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,262295,4.85%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,379243,7.02%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,734119,13.58%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,838025,15.51%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,893997,16.54%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,1519820,28.12%
omen,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,2094739,38.76%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,11429,21.31%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,12708,23.69%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,16829,31.38%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,17433,32.5%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,18251,34.03%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,22309,41.59%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,25773,48.05%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,26613,49.62%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,28711,53.53%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,30930,57.67%
omen,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,32143,59.93%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,81102,3.87%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,124107,5.92%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,149397,7.12%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,226882,10.82%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,345828,16.49%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,390580,18.63%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,546397,26.06%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,717111,34.2%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,751816,35.85%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,1062695,50.68%
omen,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,1297665,61.88%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,33108,10.79%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,49359,16.09%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,51461,16.78%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,71727,23.38%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,72480,23.63%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,78587,25.62%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,102815,33.52%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,105776,34.48%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,130765,42.63%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,138204,45.05%
omen,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,161295,52.58%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,21558,4.38%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,49182,9.98%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,53009,10.76%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,56347,11.44%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,59289,12.04%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,129557,26.3%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,145948,29.63%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,217560,44.16%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,230199,46.73%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,294359,59.75%
omen,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,330498,67.09%
